Word,Count
calculateWeek,5
developer.mozilla.org/en/CSS/-moz-radial-gradient,5
EFFECTS,5
choosing,5
'button',5
url(https://)');,5
intersected,5
Cached,5
Precompute,5
haywire,5
\#7054,\,5
printedDate,5
classname,5
316/317),5
persist,5
referenced,5
#5280),5
rule){,5
beneath,5
implementations,5
NBSP,5
location.hash,5
style.removeAttribute,5
PSEUDO,5
assert,5
\checked="\checked"\\,5
writes,5
speeds,5
identical,5
blank:,5
prepare,5
\),url(https://),red\,5
\clean,\,5
.is(),5
IE6-10,5
(#1486),5
wrapping,5
handlers;,5
_toggle,5
\others,\,5
document.location,5
(long,5
Target,5
right:,5
DOM),5
equivalence),5
Props,5
\link,\,5
NielsLeenheer,5
(specifically,5
+=/-=,5
\"\no"\\,5
ratio,5
\basePrototype,\,5
prebaked,5
\results,\,5
'mark,5
initialization;,5
\define=="\function"\&&define.amd&&define.amd.jQuery&&define("\jquery"\,[],function(){return\,5
\[255,255,255]\,5
(string),5
matchesSelector(:focus),5
sufficient,5
\selectable,\,5
\f,g,h,i=c.data,j=c.url,k=c.jsonp!==!1,l=k&&cG.test(j),m=k&&!l&&typeof\,5
Need,5
#1450:,5
endless,5
\invalid,\,5
`undefined`,5
ajaxSetup),5
Open,5
positional,5
webk.it/43956,5
next/previous,5
asking,5
lint,5
intersecting,5
Link,5
erik.eae.net/archives/2008/03/10/21.48.10/,5
[0],5
\checkbox/radio,\,5
basePrototype[,5
lack,5
assure,5
akin,5
Thursday,5
attachments,5
\result,\,5
Modernizr.hasEvent(),5
\backgrounds,\,5
substr,5
source,5
iff,5
set/changed,5
blur-event-handler,5
fix-ed,5
Exclude,5
attrs,5
instanceof,5
s.processData,5
\$(selector,\,5
Delegate,5
pair,5
Short-circuiting,5
http://dev.w3.org/csswg/cssom/#resolved-values,5
\text(3),\,5
+home,5
divide,5
(groups,5
dev.w3.org/csswg/css3-images/#gradients-,5
chars,5
(both,5
#6781,5
Changed,5
jQuery.contains(),5
destroying,5
querySelectorAll,5
styleFloat,5
On,5
\perfect,\,5
(yepnopejs.com),5
\RegExp("\^(?:([-+])=|)("\+q+"\)([a-z%]*)$"\,"\i"\),cR=/queueHooks$/,cS=[cY],cT={"\*"\:[function(a,b){var\,5
Edwards',5
\"\attempted\,5
thus,5
pos,5
handle(),5
github.com/Modernizr/Modernizr/issues/333,5
4),5
someone,5
\(2/12/13),\,5
Comma,5
#7960,5
'MozTransition',5
sanitizes,5
basis,5
\Additionally,\,5
clears,5
\e!="\boolean"\),h=d||(e===!0||f===!0?"\margin"\:"\border"\);return\,5
captures,5
unnecessarily,5
#9887,5
Give,5
\seed,\,5
Based,5
a[href=#fragment-identifier],5
cut-over:,5
bounce,5
\memory"\),r=l.statusCode||{},t={},u={},v=0,w="\canceled"\,x={readyState:0,setRequestHeader:function(a,b){if(!v){var\,5
enter,5
\b?b.using.call(a,j):e.css(j)}},p.fn.extend({position:function(){if(!this[0])return;var\,5
http://jquery.offput.ca/highlightFade/,5
Lazy-add,5
annoying,5
http://docs.jquery.com/UI/Menu,5
ClearType,5
\q=0.01"\:"\"\):l.accepts["\*"\]);for(k\,5
\wrapped,\,5
wider,5
\Transport"\);else{x.readyState=1,j&&n.trigger("\ajaxSend"\,[x,l]),l.async&&l.timeout>0&&(h=setTimeout(function(){x.abort("\timeout"\)},l.timeout));try{v=1,g.send(t,y)}catch(B){if(v<2)y(-1,B);else\,5
'index',5
http://dev.jqueryui.com/ticket/3171,5
late,5
http://fluidproject.org/blog/2008/01/09/getting-setting-and-removing-tabindex-values-with-javascript/,5
responses,5
checking,5
browser-specific,5
SELECTING,5
show..,5
browser's,5
...intermediate,5
github.com/Modernizr/Modernizr/issues/issue/97/,5
\notified,\,5
;),5
helps,5
\"\name"\\,5
bounds,5
<li>,5
arises,5
up/down,5
www.whatwg.org/specs/web-apps/current-work/multipage/the-input-element.html#input-type-attr-summary,5
Cleanup,5
silently,5
unsupported,5
Nested,5
reliableMarginRight,5
4th,5
equations,5
github.com/Modernizr/Modernizr/issues/513,5
turning,5
reflow,5
webk.it/74252,5
Exclusive,5
!!navigator.geolocation,5
<tag>,5
qSa(:focus),5
\option,\,5
\once,\,5
UNSELECT,5
trick,5
\cdata(4)),\,5
$.ui.ddmanager.current,5
\that,\,5
evaluate,5
SELECT,5
(can't,5
www.modernizr.com,5
irrelevant,5
'transition',5
Element-rooted,5
(omit,5
Redraw,5
\(#504,\,5
enumerates,5
again,5
Align,5
changestart,5
\panel,\,5
.prefixed('boxSizing'),5
(NoScope),5
\empty,\,5
$.error(),5
highly,5
compontent,5
handy,5
re-map,5
2011,5
\a!="\string"\&&cu)return\,5
Styles,5
postFinder,5
Animations,5
Irish,5
jQuery.camelCase,5
\c,d=0,e=a.length;for(;d<e;d++)c=a[d],cT[c]=cT[c]||[],cT[c].unshift(b)},prefilter:function(a,b){b?cS.unshift(a):cS.push(a)}}),p.Tween=cZ,cZ.prototype={constructor:cZ,init:function(a,b,c,d,e,f){this.elem=a,this.prop=c,this.easing=e||"\swing"\,this.options=b,this.start=this.now=this.cur(),this.end=d,this.unit=f||(p.cssNumber[c]?"\"\:"\px"\)},cur:function(){var\,5
precedes,5
sort,5
it'll,5
@afarkas,5
\object),\,5
\"\sub-sortables"\\,5
temporarily,5
\d=="\boolean"\||!a&&p.isFunction(d)&&p.isFunction(e)?c.apply(this,arguments):this.animate(c$(b,!0),d,e,f)}}),p.fn.extend({fadeTo:function(a,b,c,d){return\,5
\:),\,5
alert,5
accepted:,5
'valid/invalid',5
clientX/Y,5
mm,5
inst.currentItem,5
various,5
\Modernizr.hasEvent('gesturestart',\,5
setter,5
potential,5
consistent,5
(ms,5
jshint,5
Or,5
framework,5
Lengthen,5
correction,5
17,5
IDL,5
assign,5
\month,\,5
Tidy,5
dataType:,5
DB:,5
Authors,5
Attributes,5
hidden;,5
http://javascript.nwbox.com/IEContentLoaded/,5
Class,5
nextPage,5
tabifying..,5
(here's,5
Confirm,5
ticks,5
\p)?p(m):p.event,o=p.Deferred(),q=p.Callbacks("\once\,5
http://www.w3.org/TR/selectors/#attribute-selectors,5
Cast,5
cutoff,5
5),5
typically,5
Limit,5
https://bugzilla.mozilla.org/show_bug.cgi?id=561664,5
getElementsByClassName,5
touchscreen,5
introduce,5
initialization,5
(ISO,5
\Interestingly,\,5
in-between),5
able,5
window.load,5
prefixing,5
elements:,5
\"\widget"\\,5
mouseover/out,5
oldIE,5
\Peculiarly,\,5
Dupont,5
types;,5
\selectable?,\,5
http://bugs.jqueryui.com/ticket/7552,5
winner,5
mousemove,5
\"\out"\\,5
Binding,5
likely),5
shivs,5
couple,5
event-time,5
mime,5
#4088),5
\Webkit,\,5
dirruns,5
\p.globalEval(a),a}}}),p.ajaxPrefilter("\script"\,function(a){a.cache===b&&(a.cache=!1),a.crossDomain&&(a.type="\GET"\,a.global=!1)}),p.ajaxTransport("\script"\,function(a){if(a.crossDomain){var\,5
seek,5
Blair,5
Implement,5
zcorpan,5
crashing,5
bulk,5
Clint,5
feasible),5
uppercase,5
queues,5
Dahlstrom,5
mouseenter,5
hsla,5
\puzzle,\,5
deactivate,5
\b=cW(this,p.extend({},a),f);e&&b.stop(!0)};return\,5
deactivating,5
$.isPlainObject(val),5
focusin/focusout,5
this:,5
\names,\,5
docs,5
cookies,5
bother,5
+end,5
despite,5
flipping,5
clickDragged,5
Indexed,5
transEndEventName,5
([+-]?\d*n|),5
f,5
\d;return{send:function(e,f){var\,5
(Eastern,5
awesome,5
EASING,5
\jQuery(...).bind("\mouseover\,5
officially,5
\"\"\,\,5
type.namespace,5
left;,5
callings,5
'defaults',5
(#7620),5
\"\table-cell"\,\,5
moment,5
overloading,5
socket,5
Prefilters,5
stretch,5
\expando,\,5
stay,5
Monday,5
www.modernizr.com/download/,5
orientation,5
implementations),5
g=da(a);if(f===b)return,5
(four,5
(drag),5
src,5
After,5
\improved,\,5
\auto,\,5
4.0.5,5
accident,5
bug),5
http://ui.jquery.com/bugs/ticket/3193,5
exclude,5
near,5
github.com/Modernizr/Modernizr/issues/538,5
\cN,cO,cP=/^(?:toggle|show|hide)$/,cQ=new\,5
implementation,5
Depends:,5
:enabled/:disabled,5
token,5
\(c-nn:c+nn),\,5
attrChange,5
outline,5
(100ns,5
3339,5
semantic,5
unable,5
i'm,5
github.com/Modernizr/Modernizr/issues/#issue/59/comment/516632,5
\narrower,\,5
.attr(),5
OSX,5
Daylight,5
`undefined`),5
FF17,5
tabbing,5
focusable,5
\portlet,\,5
removeItem,5
possibly,5
http://perfectionkills.com/detecting-event-support-without-browser-sniffing/,5
parseDate,5
propertychange,5
Matching,5
Documents,5
insertBefore,5
Feb,5
#6950),5
\offsetHeight,\,5
\color,\,5
(fires,5
lazy-add,5
\right,\,5
'inline',5
prepareOffsets,5
finish,5
-----------------------,5
this.map(function(){var,5
Regenerate,5
\distance,\,5
http://dev.jquery.com/ticket/5459,5
anymore),5
unknown/HTML5,5
\"\slow"\\,5
#11328;,5
define(),5
\scale,\,5
BEFORE,5
3.5.2,5
TAB,5
configured,5
@example,5
ajaxError,5
\offset,\,5
#2804),5
\called"\),h[0]},c.dataTypes[0]="\json"\,a[f]=function(){h=arguments},e.always(function(){a[f]=g,c[f]&&(c.jsonpCallback=d.jsonpCallback,cE.push(f)),h&&p.isFunction(g)&&g(h[0]),h=g=b}),"\script"\}),p.ajaxSetup({accepts:{script:"\text/javascript,\,5
\correct,\,5
removeData,5
#224,5
document's,5
shorter,5
\application/ecmascript,\,5
Unwrap,5
\html"\:!0,"\text\,5
dropped,5
positives:,5
non-accepted,5
.slice(),5
a=cZ.propHooks[this.prop];return,5
nodes(including,5
\'/',\,5
Activate,5
\ajaxSend"\.split("\\,5
Iteratively,5
\r,5
\stopPropagation,\,5
FF3.0,5
included),5
Codec,5
approx,5
#7790,5
Expr.filter.CHILD,5
YUI,5
http://weblogs.java.net/blog/driscoll/archive/2009/09/08/eval-javascript-global-context,5
transEndEventNames,5
Main,5
\query,\,5
explictly,5
jQuery.ajaxTransport,5
shiving,5
testPropsAll,5
Helper,5
offsetWidth,5
\mode,\,5
Settings,5
https://bugzilla.mozilla.org/show_bug.cgi?id=491668,5
constrained,5
Safari2),5
\script"\:function(a){return\,5
AUTHORS.txt,5
opposed,5
Firefox),5
retrieve:,5
timeout:,5
role,5
sources,5
\Yes,\,5
parentNodes,5
titlebar,5
foundational,5
Triggered,5
#2551,5
synchronized,5
inherits,5
data-*,5
\'',\,5
};,5
units,5
http://www.w3.org/TR/selectors/#empty-pseudo,5
bugzil.la/365772,5
'OTransition',5
[2],5
optgroup,5
\$.datepicker,\,5
(s.data,5
'WebkitTransition',5
margins/font-size,5
(type,5
addition,5
\(nnnn:nnnn),\,5
transEndEventNames[,5
Figure,5
gist.github.com/786768,5
Evaluates,5
DOM3,5
http://api.jquery.com/jQuery.browser,5
strip,5
scrollbar,5
\visible,\,5
#5972),5
Leading,5
#5332,5
unbound,5
\text/javascript"\,"\*"\:cx},contents:{xml:/xml/,html:/html/,json:/json/},responseFields:{xml:"\responseXML"\,text:"\responseText"\},converters:{"\*\,5
\p.get(a,b,c,"\script"\)},getJSON:function(a,b,c){return\,5
Modernizr.testProp('pointerEvents'),5
MathML,5
Modernizr.video,5
jQuery.support,5
stores,5
Acceptable,5
measurements,5
prohibit,5
'#',5
\function(elem,\,5
allowing,5
variety,5
(#2968),5
e=function(a){var,5
compatibility),5
of),5
\"\used\,5
fledged,5
Nullify,5
earliest,5
12,5
Concat,5
nulls,5
2-4,5
veritcal,5
Element,5
someplace,5
\x;j=l.global,l.type=l.type.toUpperCase(),l.hasContent=!co.test(l.type),j&&p.active++===0&&p.event.trigger("\ajaxStart"\);if(!l.hasContent){l.data&&(l.url+=(cq.test(l.url)?"\&"\:"\?"\)+l.data,delete\,5
\"\fake\,5
shortYearCutoff,5
thanks,5
Erase,5
\e,f,g,h=this,i=a.indexOf("\\,5
loadError,5
Date:,5
undefined`,5
\'MSTransitionEnd',\,5
Shiv,5
\this.options.duration?this.pos=b=p.easing[this.easing](a,this.options.duration*a,0,1,this.options.duration):this.pos=b=a,this.now=(this.end-this.start)*b+this.start,this.options.step&&this.options.step.call(this.elem,this.now,this),c&&c.set?c.set(this):cZ.propHooks._default.set(this),this}},cZ.prototype.init.prototype=cZ.prototype,cZ.propHooks={_default:{get:function(a){var\,5
consideration,5
\files),\,5
\instActive,\,5
\props,\,5
outputs,5
Overwrite,5
.value,5
srcElement,5
derived,5
iOS5,5
#8150,5
\l.data),d=l.url;if(l.cache===!1){var\,5
0/1,5
\measurement,\,5
entries,5
\"\bubbling"\\,5
(#7513),5
forward-,5
\fuzzy,\,5
any),5
left-to-right,5
\destination_type"\\,5
Super,5
\,cq=/\?/,cr=/<script\b[^<]*(?:(?!<\/script>)<[^<]*)*<\/script>/gi,cs=/([?&])_=[^&]*/,ct=/^([\w\+\.\-]+:)(?:\/\/([^\/?#:]*)(?::(\d+)|)|)/,cu=p.fn.load,cv={},cw={},cx=["\*/"\]+["\*"\];try{ck=f.href}catch(cy){ck=e.createElement("\a"\),ck.href="\"\,ck=ck.href}cj=ct.exec(ck.toLowerCase())||[],p.fn.load=function(a,c,d){if(typeof\,5
–,5
called:,5
Standards-based,5
\www.w3.org/2000/svg'},\,5
ranges),5
\k,s,t,u,w,y=c;if(v===2)return;v=2,h&&clearTimeout(h),g=b,e=i||"\"\,x.readyState=a>0?4:0,f&&(u=cC(l,x,f));if(a>=200&&a<300||a===304)l.ifModified&&(w=x.getResponseHeader("\Last-Modified"\),w&&(p.lastModified[d]=w),w=x.getResponseHeader("\Etag"\),w&&(p.etag[d]=w)),a===304?(y="\notmodified"\,k=!0):(k=cD(l,u),y=k.state,s=k.data,t=k.error,k=!t);else{t=y;if(!y||a)y="\error"\,a<0&&(a=0)}x.status=a,x.statusText=(c||y)+"\"\,k?o.resolveWith(m,[s,y,x]):o.rejectWith(m,[x,y,t]),x.statusCode(r),r=b,j&&n.trigger("\ajax"\+(k?"\Success"\:"\Error"\),[x,l,k?s:t]),q.fireWith(m,[x,y]),j&&(n.trigger("\ajaxComplete"\,[x,l]),--p.active||p.event.trigger("\ajaxStop"\))}typeof\,5
\p.fx.speeds?p.fx.speeds[d.duration]:p.fx.speeds._default;if(d.queue==null||d.queue===!0)d.queue="\fx"\;return\,5
'em,5
\instead,\,5
\body"\\,5
moz_indexedDB,5
'placeholder,5
alive,5
._toggle(),5
\b,c=cZ.propHooks[this.prop];return\,5
\boolean,\,5
previousPage,5
AFTER,5
Float,5
fn);,5
(allow,5
Utility,5
Seek,5
keepData,5
lets,5
syntax:,5
Eg,5
center,5
extension,5
non-native,5
Ratio,5
happens,5
playing,5
Modernizr.mq('only,5
];,5
Wraps,5
move-in,5
(IE9/Opera,5
footprint,5
Short,5
elemnt,5
trouble,5
re-triggering,5
self,5
403,5
::-webkit-scrollbar,5
www.w3.org/TR/2009/WD-css3-flexbox-20090723/,5
\parens/brackets,\,5
loaders,5
child-selectors,5
\placeholder,\,5
jigsaw,5
morphs,5
visually,5
redone,5
\camelCase,\,5
(even|odd|\d*|\d*n([+-]\d+)?|...),5
Bounces,5
Provided,5
Names,5
aggressive,5
nightlies,5
\triggered,\,5
massive,5
animated,5
obviously,5
Counter,5
Opera),5
\innerHeight,\,5
We'll,5
msdn.microsoft.com/en-us/library/ms533897%28VS.85%29.aspx,5
Browsing,5
entity,5
(how,5
\(#6911,\,5
*=,5
window.localStorage,5
Nothing,5
Selected,5
$.widget.bridge,5
\getElementsByTagName("\*"\)\,5
accessible,5
ActiveXObject,5
mouseStart,5
Andrew,5
documentMode,5
innermost,5
paulirish.com/demo/inline-svg,5
natively,5
(just,5
larger,5
{Array|Element},5
tho),5
said,5
\c=a.toLowerCase();a=u[c]=u[c]||a,t[a]=b}return\,5
\("\default"\\,5
Webkit/Opera,5
Testing,5
\c.xhrFields)i[h]=c.xhrFields[h];c.mimeType&&i.overrideMimeType&&i.overrideMimeType(c.mimeType),!c.crossDomain&&!e["\X-Requested-With"\]&&(e["\X-Requested-With"\]="\XMLHttpRequest"\);try{for(h\,5
\"\interactive"\\,5
proportional,5
tribute,5
today's,5
*do*,5
*something*,5
@rem,5
almost,5
ctrl+home,5
cascade,5
donor's,5
successful,5
scratch,5
Matches,5
Select,5
for(c,5
synchronise,5
CSSOM,5
github.com/Modernizr/Modernizr/issues/146,5
search),5
panels,5
shrinking,5
namespaces),5
\"\table"\,\,5
\"\modernizr"\\,5
String.trim,5
bugzil.la/732441,5
\'oTransitionEnd',\,5
Mini,5
elsewhere,5
currentItem,5
DOMContentLoaded,5
\section',\,5
\application/javascript,\,5
navigating,5
located,5
formatDate,5
\RegExp("\\\b(no-)?"\\,5
(when,5
proposal,5
Per,5
context(s),5
\cI)cI[a](0,1)}:!1,cK=0;p.ajaxSettings.xhr=a.ActiveXObject?function(){return!this.isLocal&&cL()||cM()}:cL,function(a){p.extend(p.support,{ajax:!!a,cors:!!a&&"\withCredentials"\in\,5
example),5
Safari),5
\h||p.error(f+"\\,5
mozIndexedDB,5
#4378),5
unspecified,5
cache's,5
who,5
Makes,5
#6694,5
ACTUAL,5
(ie6/7),5
shipped,5
re-using,5
\this.filter(bZ).css("\opacity"\,0).show().end().animate({opacity:b},a,c,d)},animate:function(a,b,c,d){var\,5
focussed,5
Done,5
dig,5
rearrange,5
injected,5
memory:,5
Checks,5
form.reset(),5
ChrisS,5
Array|String,5
\contrast,\,5
v2.6.2,5
Range,5
docElement.className.replace(,5
inline-block;,5
factory,5
reused,5
(#9572),5
\"\?"\)\,5
\Worse,\,5
www.modernizr.com/license/,5
COMMAND_RIGHT,5
x/y,5
this.element,5
Juriy,5
sets,5
url),5
it;,5
Modernizr.mq('(min-width:0)'),5
\feedback,\,5
optgroup),5
Adapted,5
thx,5
\device,\,5
\include,\,5
\a||e.body})}}),p.each({scrollLeft:"\pageXOffset"\,scrollTop:"\pageYOffset"\},function(a,c){var\,5
maintain,5
evade,5
http://dev.jquery.com/ticket/1749,5
trusted,5
Clean-up,5
Preliminary,5
Penner,5
6/7/8,5
ignores,5
animation;,5
\today,\,5
(returning,5
\v||(l.mimeType=a),this},abort:function(a){return\,5
raise,5
modeled,5
Modernizr.historymanagement,5
\p.support.doesNotIncludeMarginInBodyOffset&&(b+=parseFloat(p.css(a,"\marginTop"\))||0,c+=parseFloat(p.css(a,"\marginLeft"\))||0),{top:b,left:c}},setOffset:function(a,b,c){var\,5
\postFinder,\,5
path..,5
\}',\,5
debugging,5
manipulated,5
augmentation,5
github.com/Modernizr/Modernizr/issues/546,5
Should,5
Easily-parseable/retrievable,5
Condense,5
row;,5
Taylr,5
rounding,5
_values(,5
unreliable,5
renderer,5
\original,\,5
B}}return,5
progressively,5
camelizing,5
elem.style.webkitBorderRadius,5
mozilla.org/en-US/firefox/organizations/faq/,5
frameset,5
Behaves,5
\performance,\,5
Properties,5
<style>,5
200,5
\4.0.4,\,5
.ui-dialog-content,5
modElem.cssText,5
\mouseout"\,\,5
worked,5
\p.get(a,b,c,"\json"\)},ajaxSetup:function(a,b){return\,5
'both',5
.isFunction(),5
extrapolates,5
height:,5
itemElement.parentNode,5
sanity,5
textual,5
rbuggyMatches.length,5
completely:,5
(relevant,5
'activate',5
convertible,5
define.amd.jQuery,5
soft-hyphen,5
dropOnEmpty,5
video/audio,5
renderAxis,5
stopOnFalse:,5
forgot,5
\hidden,\,5
cascaded,5
activate(false),5
It:,5
Palm,5
SMIL,5
Chrome),5
Moz,5
\v===2?e:null},getResponseHeader:function(a){var\,5
usage:,5
manipulate,5
x}return,5
#3808,5
kangax,5
allowances,5
click:,5
document.domain,5
createPseudo,5
having,5
Android,5
\this},l.url=((a||l.url)+"\"\).replace(cl,"\"\).replace(cp,cj[1]+"\//"\),l.dataTypes=p.trim(l.dataType||"\*"\).toLowerCase().split(s),l.crossDomain==null&&(i=ct.exec(l.url.toLowerCase())||!1,l.crossDomain=i&&i.join("\:"\)+(i[3]?"\"\:i[1]==="\http:"\?80:443)!==cj.join("\:"\)+(cj[3]?"\"\:cj[1]==="\http:"\?80:443)),l.data&&l.processData&&typeof\,5
Namespaced,5
Time),5
bug:,5
evil:true,5
first;,5
metaKey==false,5
`box-sizing`,5
#3736,5
position:absolute,5
$(el).dialog().dialog('close'),5
wraps,5
\added,\,5
expanding,5
(http://jqueryui.com/about),5
attrFn-stabbers,5
there's,5
ended,5
\it,\,5
entered,5
'+',5
.innerHTML,5
unroll,5
\active,\,5
dd,5
(1.9/2.0),5
`('localStorage',5
stipulate,5
holding,5
\}).replace(/^ms-/,'-ms-');\,5
(to,5
experimental,5
operators,5
initialised,5
email,5
webkitIndexedDB,5
#fff,5
same-domain,5
approximate,5
qSA,5
combinations,5
appease,5
geolocation,5
#6055,5
Undefined,5
NB:,5
selectee,5
`match`,5
\resize,\,5
passthrough,5
setAttribute),5
3D,5
programmatically,5
CSP,5
d==null||typeof,5
positive's,5
\str.replace(/([A-Z])/g,\,5
Chain,5
\speed,\,5
easy,5
deffered,5
maybe,5
undocumented/deprecated,5
'string',5
\e}]};p.Animation=p.extend(cW,{tweener:function(a,b){p.isFunction(a)?(b=a,a=["\*"\]):a=a.split("\\,5
responsible,5
themes,5
X-Requested-With,5
extended),5
\i=="\string"\&&!(c.contentType||"\"\).indexOf("\application/x-www-form-urlencoded"\)&&cG.test(i);if(c.dataTypes[0]==="\jsonp"\||l||m)return\,5
\too,\,5
interrupt,5
shortcuts,5
(screen,5
\d.duration=="\number"\?d.duration:d.duration\,5
least),5
slow-down,5
close-on-blur,5
Unless,5
'probably',5
wherever,5
\g?g[c]:g.document.documentElement[e]:a[e];g?g.scrollTo(d?p(g).scrollLeft():f,d?f:p(g).scrollTop()):a[e]=f},a,e,arguments.length,null)}}),p.each({Height:"\height"\,Width:"\width"\},function(a,c){p.each({padding:"\inner"\+a,content:c,"\"\:"\outer"\+a},function(d,e){p.fn[e]=function(e,f){var\,5
Modernizr.testStyles('#modernizr,5
(only,5
Web,5
\user),\,5
FF,5
javascript.nwbox.com/CSSSupport/,5
hasownprop,5
up/+,5
Rearrange,5
clippaths,5
bubble,5
Modernizr.touch,5
\c,d,e=this.createTween(a,b),f=cQ.exec(b),g=e.cur(),h=+g||0,i=1,j=20;if(f){c=+f[2],d=f[3]||(p.cssNumber[a]?"\"\:"\px"\);if(d!=="\px"\&&h){h=p.css(e.elem,a,!0)||c||1;do\,5
useful,5
sizzle,5
optimization,5
matcherIn,5
\application/x-ecmascript"\},contents:{script:/javascript|ecmascript/},converters:{"\text\,5
wish,5
Exception,5
register,5
Still,5
\(textarea,\,5
\prefixes,\,5
3.2,5
libraries,5
slice,5
cssExpand,5
http://helpful.knobs-dials.com/index.php/Component_returned_failure_code:_0x80040111_(NS_ERROR_NOT_AVAILABLE),5
important,5
.style,5
(out,5
bindings,5
COLOR,5
hypothetically,5
inst.dpDiv.show(),5
cancelling,5
`in`,5
necessarily,5
Functions,5
Proper,5
reaps,5
invisibly,5
However,5
DD,5
button/image,5
only--do,5
tried,5
\"\resize"\,\,5
performance:,5
\username,\,5
https://github.com/kriskowal/es5-shim/blob/master/es5-shim.js,5
Swallow,5
conversions,5
Notify,5
VML-related,5
webk.it/70117,5
\1.3,\,5
Synchronise,5
IE7),5
mouseDrag,5
mis-reports,5
(This,5
Robert,5
FWIW:,5
etc),5
9),5
\p.access(this,function(a,e,f){var\,5
afterwards,5
11.5),5
\well,\,5
}`,5
\dolls"\\,5
Unique,5
dir,5
refreshItems,5
BB,5
vertically,5
jquery.org/license,5
tween.cur(),5
\height,\,5
Caja,5
left/entered,5
beta-only),5
\stick,\,5
http://www.w3.org/TR/css3-selectors/#whitespace,5
statically,5
\response,\,5
_value(),5
.attr(,5
temp,5
\a})}(p.ajaxSettings.xhr()),p.support.ajax&&p.ajaxTransport(function(c){if(!c.crossDomain||p.support.cors){var\,5
extended:,5
Interconnect,5
dataFilter,5
converters),5
username:,5
unavoidable,5
jQuery.css,5
datepicker_header,5
\advance,\,5
\#8138,\,5
#11217,5
modern,5
textarea's,5
opportunity,5
Record,5
\"\default\,5
detectable,5
concerning,5
demo:,5
event.target,5
privileges,5
why,5
list),5
lifetime,5
recognizes,5
replace(),5
\necessary,\,5
E.g,5
globals,5
api,5
attrFixes,5
\but,\,5
\x,\,5
\"\table-caption"\\,5
namely,5
blur;,5
@miketaylr,5
`ms`,5
\"\'\,5
needing,5
concatenation,5
transparency,5
hypentated,5
\interface),\,5
recursion,5
IE8+,5
\NaN),\,5
domain:,5
booleans,5
Unused,5
\p.grep(p.timers,function(b){return\,5
hypenated,5
doubling,5
#4512,5
re,5
Augment,5
4.0.0,5
#277,5
coming,5
mouseenter/leave,5
\Detect,\,5
match[3],5
mq(),5
tabIndex,5
few,5
Native,5
attrName,5
enabling,5
upgraded,5
01/01/1970),5
\asynchronous,\,5
Jan,5
\Axis,\,5
shim,5
eliminate,5
Multifunctional,5
\steps,\,5
M,5
^=,5
\"\projected"\\,5
like..,5
\p.isWindow(c)?c.document.documentElement["\client"\+a]:c.nodeType===9?(f=c.documentElement,Math.max(c.body["\scroll"\+a],f["\scroll"\+a],c.body["\offset"\+a],f["\offset"\+a],f["\client"\+a])):e===b?p.css(c,d,e,h):p.style(c,d,e,h)},c,g?e:b,g,null)}})}),a.jQuery=a.$=p,typeof\,5
improperly,5
\"\catches"\\,5
\this},getAllResponseHeaders:function(){return\,5
strips,5
\offsetParent,\,5
\inputs,\,5
(UN)SELECTING,5
jQuery(document),5
outerHeight,5
margin),5
connected,5
\d,e,f,g,h,i,j,k,l=p.ajaxSetup({},c),m=l.context||l,n=m!==l&&(m.nodeType||m\,5
making,5
EOL,5
miketaylr.com/,5
phones,5
Unbind,5
http://www.w3.org/TR/css3-syntax/#characters,5
expanded,5
\Seddon,\,5
Quirks,5
ajaxExtend),5
manager),5
\$.extend,\,5
findings,5
\(optional),\,5
non-literal,5
\"\stacking\,5
keystrokes,5
\0;"\></div></div>\,5
updating,5
\refreshPositions,\,5
ECMAScript,5
\p.isFunction(d)&&(f=f||e,e=d,d=b),p.ajax({type:c,url:a,data:d,success:e,dataType:f})}}),p.extend({getScript:function(a,c){return\,5
corrected,5
Thus,5
advantage,5
detected,5
apparently,5
http://interface.eyecon.ro/,5
i,5
{StyleSheet},5
add/subtract,5
Menu,5
combination,5
\QuickTime,\,5
position:,5
treatment,5
kept,5
ajaxStop,5
\Note,\,5
Mon,5
operator,5
PNG,5
plan,5
window.location,5
2nd,5
#a0b1c2,5
});,5
\#8165,\,5
\Helfers,\,5
style.filter,5
understand,5
QUOTA_EXCEEDED_ERRROR,5
meta-function,5
positionals,5
MM,5
removals,5
webkit.org/blog/175/introducing-css-gradients/,5
animations),5
Segment,5
cache:,5
'msTransition',5
rack's,5
Non-digits,5
Disable,5
\"\no\,5
\top,\,5
password:,5
eventually,5
Seedless,5
\'jquery.com',\,5
Bubble,5
(touch),5
1223,5
expensive,5
puff,5
unexpectedly,5
\e)i.setRequestHeader(h,e[h])}catch(j){}i.send(c.hasContent&&c.data||null),d=function(a,e){var\,5
Opacity,5
');,5
Modernizr.testAllProps('boxSizing'),5
min-width,5
http://bugs.jquery.com/ticket/12282#comment:15,5
defaultValue,5
\Container,\,5
\IE8,\,5
nonzero,5
ajax/jsonp.js,5
decimal,5
And,5
\FF4b9,\,5
\[top,left]\,5
Mimetypes,5
getContext,5
getContext(),5
I,5
inheriting,5
myAt,5
\bubble,\,5
started,5
max-width,5
IE9:,5
\inaccessible,\,5
ration,5
\methods,\,5
1.3,5
\"\auto"\\,5
string(,5
goggles,5
attributes.value,5
compiled,5
ui-state-disabled,5
expands,5
#5145,5
`type`,5
faulty,5
Running,5
failing,5
page:,5
